base_id,text,domain,intent,description,base_split
refund_after_cancellation_b023,cancellation refund kab tak process hoga? cancel hone ke baad amount wapas nahi aaya?,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,test
refund_after_cancellation_b024,"Cancel ke baad amount return hone ka update do, cancelled order ka paisa kab milega",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b025,"mujhe lagta hai, order cancel ho gaya, ab refund ka kya status hai? cancelled order ka refund track karna hai",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b026,cancellation ke baad paise kab milenge? cancellation ke baad refund kab aayega,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,test
refund_after_cancellation_b027,pls cancelled order ka refund check karna hai; cancelled order ka refund track karna hai,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b028,"order cancel kiya tha, par cancellation ke baad refund kab aayega?",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b029,Cancellation refund kab tak process hoga? cancelled order ka refund track karna hai,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b030,"mujhe lagta hai, cancel ke baad amount return hone ka update do, cancellation ke baad refund kab aayega",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b031,"order cancel ho gaya, ab refund ka kya status hai? cancellation refund pending hai; cancellation ke baad refund kab aayega",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b032,pls cancellation ke baad paise kab milenge? order cancel kar diya tha; cancelled order ka paisa kab milega,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b033,cancelled order ka refund check karna hai; cancellation refund pending hai; cancellation refund pending hai?,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,test
refund_after_cancellation_b034,"Order cancel kiya tha, par order cancel kar diya tha; cancelled order ka refund track karna hai",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b035,"mujhe lagta hai, cancellation refund kab tak process hoga? cancellation refund pending hai; cancel hone ke baad amount wapas nahi aaya",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,validation
refund_after_cancellation_b036,"cancel ke baad amount return hone ka update do, order cancel kar diya tha; order cancel kar diya tha",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b037,"pls order cancel ho gaya, ab refund ka kya status hai? cancelled order ka paisa kab milega; cancellation ke baad refund kab aayega",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b038,cancellation ke baad paise kab milenge? cancel hone ke baad amount wapas nahi aaya; cancelled order ka paisa kab milega?,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,validation
refund_after_cancellation_b039,Cancelled order ka refund check karna hai; cancelled order ka paisa kab milega; cancellation refund pending hai,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b040,"mujhe lagta hai, order cancel kiya tha, par cancel hone ke baad amount wapas nahi aaya; cancelled order ka refund track karna hai",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b041,cancellation refund kab tak process hoga? cancelled order ka paisa kab milega; cancel hone ke baad amount wapas nahi aaya,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b042,"pls cancel ke baad amount return hone ka update do, cancel hone ke baad amount wapas nahi aaya; order cancel kar diya tha",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,test
refund_after_cancellation_b043,"order cancel ho gaya, ab refund ka kya status hai? cancellation ke baad refund kab aayega; cancellation ke baad refund kab aayega?",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b044,Cancellation ke baad paise kab milenge? cancelled order ka refund track karna hai; cancelled order ka paisa kab milega,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,test
refund_after_cancellation_b045,"mujhe lagta hai, cancelled order ka refund check karna hai; cancellation ke baad refund kab aayega; cancellation refund pending hai",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b046,"order cancel kiya tha, par cancelled order ka refund track karna hai; cancelled order ka refund track karna hai",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b047,pls cancellation refund kab tak process hoga? cancellation ke baad refund kab aayega; cancel hone ke baad amount wapas nahi aaya,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,validation
refund_after_cancellation_b048,"cancel ke baad amount return hone ka update do, cancelled order ka refund track karna hai; order cancel kar diya tha?",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b049,"Order cancel ho gaya, ab refund ka kya status hai? order cancel kar diya tha; cancellation ke baad refund kab aayega",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b050,"mujhe lagta hai, cancellation ke baad paise kab milenge? cancellation refund pending hai; cancelled order ka paisa kab milega",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,test
refund_after_cancellation_b051,cancelled order ka refund check karna hai; order cancel kar diya tha; cancellation refund pending hai,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b052,"pls order cancel kiya tha, par cancellation refund pending hai; cancelled order ka refund track karna hai",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b053,cancellation refund kab tak process hoga? order cancel kar diya tha; cancel hone ke baad amount wapas nahi aaya?,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b054,"Cancel ke baad amount return hone ka update do, cancellation refund pending hai; order cancel kar diya tha",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b055,"mujhe lagta hai, order cancel ho gaya, ab refund ka kya status hai? cancel hone ke baad amount wapas nahi aaya; cancellation ke baad refund kab aayega",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b056,cancellation ke baad paise kab milenge? cancelled order ka paisa kab milega; cancelled order ka paisa kab milega,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,test
refund_after_cancellation_b057,pls cancelled order ka refund check karna hai; cancel hone ke baad amount wapas nahi aaya; cancellation refund pending hai,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b058,"order cancel kiya tha, par cancelled order ka paisa kab milega; cancelled order ka refund track karna hai?",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b059,Cancellation refund kab tak process hoga? cancel hone ke baad amount wapas nahi aaya; cancel hone ke baad amount wapas nahi aaya,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_after_cancellation_b060,"mujhe lagta hai, cancel ke baad amount return hone ka update do, cancelled order ka paisa kab milega; order cancel kar diya tha",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,train
refund_missing_b001,refund expected tha lekin refund approved tha par paisa nahi mila,Returns & Refunds,refund_missing,Expected refund has not been received,validation
refund_missing_b002,"pls refund complete dikh raha hai, phir bhi wallet mein refund credit nahi hua",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b003,mere paise abhi tak refund nahi hue; refund approved tha par paisa nahi mila?,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b004,Refund date nikal gayi aur wallet mein refund credit nahi hua,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b005,"mujhe lagta hai, please missing refund check karo, refund approved tha par paisa nahi mila",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b006,"refund ka confirmation mila tha, par wallet mein refund credit nahi hua",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b007,pls refund expected tha lekin refund date nikal gayi,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b008,"refund complete dikh raha hai, phir bhi refund complete dikh raha hai par amount missing hai?",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b009,Mere paise abhi tak refund nahi hue; refund date nikal gayi,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b010,"mujhe lagta hai, refund date nikal gayi aur refund complete dikh raha hai par amount missing hai",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b011,"please missing refund check karo, refund date nikal gayi",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b012,"pls refund ka confirmation mila tha, par refund complete dikh raha hai par amount missing hai",Returns & Refunds,refund_missing,Expected refund has not been received,test
refund_missing_b013,refund expected tha lekin bank account mein refund nahi aaya?,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b014,"Refund complete dikh raha hai, phir bhi kaafi din se refund ka wait hai",Returns & Refunds,refund_missing,Expected refund has not been received,validation
refund_missing_b015,"mujhe lagta hai, mere paise abhi tak refund nahi hue; bank account mein refund nahi aaya",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b016,refund date nikal gayi aur kaafi din se refund ka wait hai,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b017,"pls please missing refund check karo, bank account mein refund nahi aaya",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b018,"refund ka confirmation mila tha, par kaafi din se refund ka wait hai?",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b019,Refund expected tha lekin wallet mein refund credit nahi hua,Returns & Refunds,refund_missing,Expected refund has not been received,validation
refund_missing_b020,"mujhe lagta hai, refund complete dikh raha hai, phir bhi refund approved tha par paisa nahi mila",Returns & Refunds,refund_missing,Expected refund has not been received,test
refund_missing_b021,mere paise abhi tak refund nahi hue; wallet mein refund credit nahi hua,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b022,pls refund date nikal gayi aur refund approved tha par paisa nahi mila,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b023,"please missing refund check karo, wallet mein refund credit nahi hua?",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b024,"Refund ka confirmation mila tha, par refund approved tha par paisa nahi mila",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b025,"mujhe lagta hai, refund expected tha lekin refund complete dikh raha hai par amount missing hai",Returns & Refunds,refund_missing,Expected refund has not been received,test
refund_missing_b026,"refund complete dikh raha hai, phir bhi refund date nikal gayi",Returns & Refunds,refund_missing,Expected refund has not been received,test
refund_missing_b027,pls mere paise abhi tak refund nahi hue; refund complete dikh raha hai par amount missing hai,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b028,refund date nikal gayi aur refund date nikal gayi?,Returns & Refunds,refund_missing,Expected refund has not been received,validation
refund_missing_b029,"Please missing refund check karo, refund complete dikh raha hai par amount missing hai",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b030,"mujhe lagta hai, refund ka confirmation mila tha, par refund date nikal gayi",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b031,refund expected tha lekin kaafi din se refund ka wait hai; refund date nikal gayi,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b032,"pls refund complete dikh raha hai, phir bhi bank account mein refund nahi aaya; refund approved tha par paisa nahi mila",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b033,mere paise abhi tak refund nahi hue; kaafi din se refund ka wait hai; kaafi din se refund ka wait hai?,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b034,Refund date nikal gayi aur bank account mein refund nahi aaya; refund complete dikh raha hai par amount missing hai,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b035,"mujhe lagta hai, please missing refund check karo, kaafi din se refund ka wait hai; wallet mein refund credit nahi hua",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b036,"refund ka confirmation mila tha, par bank account mein refund nahi aaya; bank account mein refund nahi aaya",Returns & Refunds,refund_missing,Expected refund has not been received,validation
refund_missing_b037,pls refund expected tha lekin refund approved tha par paisa nahi mila; refund date nikal gayi,Returns & Refunds,refund_missing,Expected refund has not been received,test
refund_missing_b038,"refund complete dikh raha hai, phir bhi wallet mein refund credit nahi hua; refund approved tha par paisa nahi mila?",Returns & Refunds,refund_missing,Expected refund has not been received,validation
refund_missing_b039,Mere paise abhi tak refund nahi hue; refund approved tha par paisa nahi mila; kaafi din se refund ka wait hai,Returns & Refunds,refund_missing,Expected refund has not been received,validation
refund_missing_b040,"mujhe lagta hai, refund date nikal gayi aur wallet mein refund credit nahi hua; refund complete dikh raha hai par amount missing hai",Returns & Refunds,refund_missing,Expected refund has not been received,test
refund_missing_b041,"please missing refund check karo, refund approved tha par paisa nahi mila; wallet mein refund credit nahi hua",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b042,"pls refund ka confirmation mila tha, par wallet mein refund credit nahi hua; bank account mein refund nahi aaya",Returns & Refunds,refund_missing,Expected refund has not been received,validation
refund_missing_b043,refund expected tha lekin refund date nikal gayi; refund date nikal gayi?,Returns & Refunds,refund_missing,Expected refund has not been received,test
refund_missing_b044,"Refund complete dikh raha hai, phir bhi refund complete dikh raha hai par amount missing hai; refund approved tha par paisa nahi mila",Returns & Refunds,refund_missing,Expected refund has not been received,test
refund_missing_b045,"mujhe lagta hai, mere paise abhi tak refund nahi hue; refund date nikal gayi; kaafi din se refund ka wait hai",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b046,refund date nikal gayi aur refund complete dikh raha hai par amount missing hai; refund complete dikh raha hai par amount missing hai,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b047,"pls please missing refund check karo, refund date nikal gayi; wallet mein refund credit nahi hua",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b048,"refund ka confirmation mila tha, par refund complete dikh raha hai par amount missing hai; bank account mein refund nahi aaya?",Returns & Refunds,refund_missing,Expected refund has not been received,test
refund_missing_b049,Refund expected tha lekin bank account mein refund nahi aaya; refund date nikal gayi,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b050,"mujhe lagta hai, refund complete dikh raha hai, phir bhi kaafi din se refund ka wait hai; refund approved tha par paisa nahi mila",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b051,mere paise abhi tak refund nahi hue; bank account mein refund nahi aaya; kaafi din se refund ka wait hai,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b052,pls refund date nikal gayi aur kaafi din se refund ka wait hai; refund complete dikh raha hai par amount missing hai,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b053,"please missing refund check karo, bank account mein refund nahi aaya; wallet mein refund credit nahi hua?",Returns & Refunds,refund_missing,Expected refund has not been received,validation
refund_missing_b054,"Refund ka confirmation mila tha, par kaafi din se refund ka wait hai; bank account mein refund nahi aaya",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b055,"mujhe lagta hai, refund expected tha lekin wallet mein refund credit nahi hua; refund date nikal gayi",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b056,"refund complete dikh raha hai, phir bhi refund approved tha par paisa nahi mila; refund approved tha par paisa nahi mila",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b057,pls mere paise abhi tak refund nahi hue; wallet mein refund credit nahi hua; kaafi din se refund ka wait hai,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b058,refund date nikal gayi aur refund approved tha par paisa nahi mila; refund complete dikh raha hai par amount missing hai?,Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b059,"Please missing refund check karo, wallet mein refund credit nahi hua; wallet mein refund credit nahi hua",Returns & Refunds,refund_missing,Expected refund has not been received,train
refund_missing_b060,"mujhe lagta hai, refund ka confirmation mila tha, par refund approved tha par paisa nahi mila; bank account mein refund nahi aaya",Returns & Refunds,refund_missing,Expected refund has not been received,train
payment_failed_b001,payment fail ho gayi kyunki payment baar baar fail ho rahi hai,Payments,payment_failed,Payment attempt failed,train
payment_failed_b002,pls transaction unsuccessful aa raha hai; payment dobara kaise karun?,Payments,payment_failed,Payment attempt failed,train
payment_failed_b003,"checkout par payment nahi ho rahi, payment baar baar fail ho rahi hai?",Payments,payment_failed,Payment attempt failed,train
payment_failed_b004,"Transaction unsuccessful aa rahi hai, transaction unsuccessful aa raha hai",Payments,payment_failed,Payment attempt failed,test
payment_failed_b005,"mujhe lagta hai, payment attempt reject ho gaya; payment baar baar fail ho rahi hai",Payments,payment_failed,Payment attempt failed,train
payment_failed_b006,"please help, transaction unsuccessful aa raha hai",Payments,payment_failed,Payment attempt failed,train
payment_failed_b007,pls payment fail ho gayi kyunki card se payment nahi hui,Payments,payment_failed,Payment attempt failed,train
payment_failed_b008,checkout par payment error hai; payment dobara kaise karun??,Payments,payment_failed,Payment attempt failed,test
payment_failed_b009,"Checkout par payment nahi ho rahi, card se payment nahi hui",Payments,payment_failed,Payment attempt failed,validation
payment_failed_b010,"mujhe lagta hai, transaction unsuccessful aa rahi hai, checkout par payment error hai",Payments,payment_failed,Payment attempt failed,train
payment_failed_b011,payment attempt reject ho gaya; card se payment nahi hui,Payments,payment_failed,Payment attempt failed,train
payment_failed_b012,"pls please help, checkout par payment error hai",Payments,payment_failed,Payment attempt failed,test
payment_failed_b013,payment fail ho gayi kyunki UPI payment reject ho gayi?,Payments,payment_failed,Payment attempt failed,train
payment_failed_b014,Paisa cutne se pehle payment fail ho gayi; payment dobara kaise karun?,Payments,payment_failed,Payment attempt failed,train
payment_failed_b015,"mujhe lagta hai, checkout par payment nahi ho rahi, UPI payment reject ho gayi",Payments,payment_failed,Payment attempt failed,train
payment_failed_b016,"transaction unsuccessful aa rahi hai, paisa cutne se pehle payment fail ho gayi",Payments,payment_failed,Payment attempt failed,test
payment_failed_b017,pls payment attempt reject ho gaya; UPI payment reject ho gayi,Payments,payment_failed,Payment attempt failed,train
payment_failed_b018,"please help, paisa cutne se pehle payment fail ho gayi?",Payments,payment_failed,Payment attempt failed,train
payment_failed_b019,Payment fail ho gayi kyunki transaction unsuccessful aa raha hai,Payments,payment_failed,Payment attempt failed,train
payment_failed_b020,"mujhe lagta hai, payment baar baar fail ho rahi hai; payment dobara kaise karun?",Payments,payment_failed,Payment attempt failed,train
payment_failed_b021,"checkout par payment nahi ho rahi, transaction unsuccessful aa raha hai",Payments,payment_failed,Payment attempt failed,validation
payment_failed_b022,"pls transaction unsuccessful aa rahi hai, payment baar baar fail ho rahi hai",Payments,payment_failed,Payment attempt failed,train
payment_failed_b023,payment attempt reject ho gaya; transaction unsuccessful aa raha hai?,Payments,payment_failed,Payment attempt failed,train
payment_failed_b024,"Please help, payment baar baar fail ho rahi hai",Payments,payment_failed,Payment attempt failed,train
payment_failed_b025,"mujhe lagta hai, payment fail ho gayi kyunki checkout par payment error hai",Payments,payment_failed,Payment attempt failed,train
payment_failed_b026,card se payment nahi hui; payment dobara kaise karun?,Payments,payment_failed,Payment attempt failed,train
payment_failed_b027,"pls checkout par payment nahi ho rahi, checkout par payment error hai",Payments,payment_failed,Payment attempt failed,train
payment_failed_b028,"transaction unsuccessful aa rahi hai, card se payment nahi hui?",Payments,payment_failed,Payment attempt failed,train
payment_failed_b029,Payment attempt reject ho gaya; checkout par payment error hai,Payments,payment_failed,Payment attempt failed,validation
payment_failed_b030,"mujhe lagta hai, please help, card se payment nahi hui",Payments,payment_failed,Payment attempt failed,test
payment_failed_b031,payment fail ho gayi kyunki paisa cutne se pehle payment fail ho gayi; card se payment nahi hui,Payments,payment_failed,Payment attempt failed,train
payment_failed_b032,pls UPI payment reject ho gayi; payment baar baar fail ho rahi hai; payment dobara kaise karun?,Payments,payment_failed,Payment attempt failed,train
payment_failed_b033,"checkout par payment nahi ho rahi, paisa cutne se pehle payment fail ho gayi; paisa cutne se pehle payment fail ho gayi?",Payments,payment_failed,Payment attempt failed,train
payment_failed_b034,"Transaction unsuccessful aa rahi hai, upi payment reject ho gayi; checkout par payment error hai",Payments,payment_failed,Payment attempt failed,test
payment_failed_b035,"mujhe lagta hai, payment attempt reject ho gaya; paisa cutne se pehle payment fail ho gayi; transaction unsuccessful aa raha hai",Payments,payment_failed,Payment attempt failed,train
payment_failed_b036,"please help, UPI payment reject ho gayi; UPI payment reject ho gayi",Payments,payment_failed,Payment attempt failed,test
payment_failed_b037,pls payment fail ho gayi kyunki payment baar baar fail ho rahi hai; card se payment nahi hui,Payments,payment_failed,Payment attempt failed,train
payment_failed_b038,transaction unsuccessful aa raha hai; payment baar baar fail ho rahi hai; payment dobara kaise karun??,Payments,payment_failed,Payment attempt failed,train
payment_failed_b039,"Checkout par payment nahi ho rahi, payment baar baar fail ho rahi hai; paisa cutne se pehle payment fail ho gayi",Payments,payment_failed,Payment attempt failed,validation
payment_failed_b040,"mujhe lagta hai, transaction unsuccessful aa rahi hai, transaction unsuccessful aa raha hai; checkout par payment error hai",Payments,payment_failed,Payment attempt failed,train
payment_failed_b041,payment attempt reject ho gaya; payment baar baar fail ho rahi hai; transaction unsuccessful aa raha hai,Payments,payment_failed,Payment attempt failed,train
payment_failed_b042,"pls please help, transaction unsuccessful aa raha hai; UPI payment reject ho gayi",Payments,payment_failed,Payment attempt failed,train
payment_failed_b043,payment fail ho gayi kyunki card se payment nahi hui; card se payment nahi hui?,Payments,payment_failed,Payment attempt failed,validation
payment_failed_b044,Checkout par payment error hai; payment baar baar fail ho rahi hai; payment dobara kaise karun?,Payments,payment_failed,Payment attempt failed,train
payment_failed_b045,"mujhe lagta hai, checkout par payment nahi ho rahi, card se payment nahi hui; paisa cutne se pehle payment fail ho gayi",Payments,payment_failed,Payment attempt failed,test
payment_failed_b046,"transaction unsuccessful aa rahi hai, checkout par payment error hai; checkout par payment error hai",Payments,payment_failed,Payment attempt failed,train
payment_failed_b047,pls payment attempt reject ho gaya; card se payment nahi hui; transaction unsuccessful aa raha hai,Payments,payment_failed,Payment attempt failed,train
payment_failed_b048,"please help, checkout par payment error hai; UPI payment reject ho gayi?",Payments,payment_failed,Payment attempt failed,train
payment_failed_b049,Payment fail ho gayi kyunki upi payment reject ho gayi; card se payment nahi hui,Payments,payment_failed,Payment attempt failed,train
payment_failed_b050,"mujhe lagta hai, paisa cutne se pehle payment fail ho gayi; payment baar baar fail ho rahi hai; payment dobara kaise karun?",Payments,payment_failed,Payment attempt failed,train
payment_failed_b051,"checkout par payment nahi ho rahi, UPI payment reject ho gayi; paisa cutne se pehle payment fail ho gayi",Payments,payment_failed,Payment attempt failed,validation
payment_failed_b052,"pls transaction unsuccessful aa rahi hai, paisa cutne se pehle payment fail ho gayi; checkout par payment error hai",Payments,payment_failed,Payment attempt failed,test
payment_failed_b053,payment attempt reject ho gaya; UPI payment reject ho gayi; transaction unsuccessful aa raha hai?,Payments,payment_failed,Payment attempt failed,train
payment_failed_b054,"Please help, paisa cutne se pehle payment fail ho gayi; upi payment reject ho gayi",Payments,payment_failed,Payment attempt failed,validation
payment_failed_b055,"mujhe lagta hai, payment fail ho gayi kyunki transaction unsuccessful aa raha hai; card se payment nahi hui",Payments,payment_failed,Payment attempt failed,train
payment_failed_b056,payment baar baar fail ho rahi hai; payment baar baar fail ho rahi hai; payment dobara kaise karun?,Payments,payment_failed,Payment attempt failed,validation
payment_failed_b057,"pls checkout par payment nahi ho rahi, transaction unsuccessful aa raha hai; paisa cutne se pehle payment fail ho gayi",Payments,payment_failed,Payment attempt failed,validation
payment_failed_b058,"transaction unsuccessful aa rahi hai, payment baar baar fail ho rahi hai; checkout par payment error hai?",Payments,payment_failed,Payment attempt failed,train
payment_failed_b059,Payment attempt reject ho gaya; transaction unsuccessful aa raha hai; transaction unsuccessful aa raha hai,Payments,payment_failed,Payment attempt failed,train
payment_failed_b060,"mujhe lagta hai, please help, payment baar baar fail ho rahi hai; UPI payment reject ho gayi",Payments,payment_failed,Payment attempt failed,train
payment_pending_b001,"payment pending hai, payment pending dikh rahi hai",Payments,payment_pending,Payment is pending,validation
payment_pending_b002,pls payment complete nahi hui par fail bhi nahi hai; transaction kab complete hogi?,Payments,payment_pending,Payment is pending,test
payment_pending_b003,"payment processing mein atki hai, payment pending dikh rahi hai?",Payments,payment_pending,Payment is pending,train
payment_pending_b004,"Payment fail nahi hui but complete bhi nahi, payment complete nahi hui par fail bhi nahi hai",Payments,payment_pending,Payment is pending,train
payment_pending_b005,"mujhe lagta hai, please pending payment check karo, payment pending dikh rahi hai",Payments,payment_pending,Payment is pending,train
payment_pending_b006,"transaction ka final status nahi aa raha, payment complete nahi hui par fail bhi nahi hai",Payments,payment_pending,Payment is pending,train
payment_pending_b007,"pls payment pending hai, transaction abhi processing mein hai",Payments,payment_pending,Payment is pending,train
payment_pending_b008,bank se response nahi aaya; transaction kab complete hogi??,Payments,payment_pending,Payment is pending,train
payment_pending_b009,"Payment processing mein atki hai, transaction abhi processing mein hai",Payments,payment_pending,Payment is pending,train
payment_pending_b010,"mujhe lagta hai, payment fail nahi hui but complete bhi nahi, bank se response nahi aaya",Payments,payment_pending,Payment is pending,train
payment_pending_b011,"please pending payment check karo, transaction abhi processing mein hai",Payments,payment_pending,Payment is pending,train
payment_pending_b012,"pls transaction ka final status nahi aa raha, bank se response nahi aaya",Payments,payment_pending,Payment is pending,train
payment_pending_b013,"payment pending hai, UPI ka status pending hai?",Payments,payment_pending,Payment is pending,train
payment_pending_b014,Kaafi der se payment processing mein hai; transaction kab complete hogi?,Payments,payment_pending,Payment is pending,test
payment_pending_b015,"mujhe lagta hai, payment processing mein atki hai, UPI ka status pending hai",Payments,payment_pending,Payment is pending,train
payment_pending_b016,"payment fail nahi hui but complete bhi nahi, kaafi der se payment processing mein hai",Payments,payment_pending,Payment is pending,train
payment_pending_b017,"pls please pending payment check karo, UPI ka status pending hai",Payments,payment_pending,Payment is pending,train
payment_pending_b018,"transaction ka final status nahi aa raha, kaafi der se payment processing mein hai?",Payments,payment_pending,Payment is pending,train
payment_pending_b019,"Payment pending hai, payment complete nahi hui par fail bhi nahi hai",Payments,payment_pending,Payment is pending,train
payment_pending_b020,"mujhe lagta hai, payment pending dikh rahi hai; transaction kab complete hogi?",Payments,payment_pending,Payment is pending,validation
payment_pending_b021,"payment processing mein atki hai, payment complete nahi hui par fail bhi nahi hai",Payments,payment_pending,Payment is pending,train
payment_pending_b022,"pls payment fail nahi hui but complete bhi nahi, payment pending dikh rahi hai",Payments,payment_pending,Payment is pending,train
payment_pending_b023,"please pending payment check karo, payment complete nahi hui par fail bhi nahi hai?",Payments,payment_pending,Payment is pending,validation
payment_pending_b024,"Transaction ka final status nahi aa raha, payment pending dikh rahi hai",Payments,payment_pending,Payment is pending,train
payment_pending_b025,"mujhe lagta hai, payment pending hai, bank se response nahi aaya",Payments,payment_pending,Payment is pending,test
payment_pending_b026,transaction abhi processing mein hai; transaction kab complete hogi?,Payments,payment_pending,Payment is pending,train
payment_pending_b027,"pls payment processing mein atki hai, bank se response nahi aaya",Payments,payment_pending,Payment is pending,test
payment_pending_b028,"payment fail nahi hui but complete bhi nahi, transaction abhi processing mein hai?",Payments,payment_pending,Payment is pending,train
payment_pending_b029,"Please pending payment check karo, bank se response nahi aaya",Payments,payment_pending,Payment is pending,train
payment_pending_b030,"mujhe lagta hai, transaction ka final status nahi aa raha, transaction abhi processing mein hai",Payments,payment_pending,Payment is pending,train
